apt_group,indicator_type,indicator
GAZA,domain,us.suppoit.xyz
GAZA,domain,use.mooo.com
GAZA,domain,v6.support-sales.tk
GAZA,domain,vbdodo.mefound.com
GAZA,domain,version.downloadcor.xyz
GAZA,domain,vinnysvinyl.com
GAZA,domain,wallanews.publicvm.com
GAZA,domain,wallanews.sytes.net
GAZA,domain,wallnet.zyns.com
GAZA,domain,wayne-lashley.com
GAZA,domain,wcf6f0nqvjtup4un.mooo.com
GAZA,domain,webfile.myq-see.com
GAZA,domain,webtutorialz.com
GAZA,domain,wembail.supportmai.cf
GAZA,domain,wiknet.wikaba.com
GAZA,domain,word.2waky.com
GAZA,domain,xr.downloadcor.xyz
GAZA,domain,yaneom.ml
GAZA,domain,yaneom.space.co
GAZA,domain,ynet.ignorelist.com
GAZA,domain,ynet.sytes.net
GAZA,domain,zapt.zapto.org
GAZA,domain,zmartco.com
GAZA,file_path,/rat/startup.rat
GAZA,ipv4,149.28.137.224:10101
GAZA,ipv4,79.124.60.40:80
GAZA,url,http://185.244.39.165
GAZA,url,http://192.210.151.43
GAZA,url,http://23.94.218.221
GAZA,url,http://45.63.49.202
GHOSTEMPEROR,domain,aftercould.com
GHOSTEMPEROR,domain,amelicen.com
GHOSTEMPEROR,domain,datacentreonline.com
GHOSTEMPEROR,domain,dateupdata.com
GHOSTEMPEROR,domain,freedecrease.com
GHOSTEMPEROR,domain,game.newfreepre.com
GHOSTEMPEROR,domain,imap.dateupdata.com
GHOSTEMPEROR,domain,imap.newlylab.com
GHOSTEMPEROR,domain,imap.webdignusdata.com
GHOSTEMPEROR,domain,mail.reclubpress.com
GHOSTEMPEROR,domain,newfreepre.com
GHOSTEMPEROR,domain,newlylab.com
GHOSTEMPEROR,domain,reclubpress.com
GHOSTEMPEROR,domain,webdignusdata.com
GHOSTEMPEROR,ipv4,103.85.25.166:8444
GHOSTEMPEROR,ipv4,107.148.165.158:443
GHOSTEMPEROR,ipv4,107.148.165.158:80
GHOSTEMPEROR,ipv4,154.223.135.214:443
GHOSTEMPEROR,ipv4,154.223.135.214:80
GHOSTEMPEROR,ipv4,27.102.113.240:443
GHOSTEMPEROR,ipv4,27.102.113.240:80
GHOSTEMPEROR,ipv4,27.102.113.57:443
GHOSTEMPEROR,ipv4,27.102.113.57:80
GHOSTEMPEROR,ipv4,27.102.114.55:443
GHOSTEMPEROR,ipv4,27.102.114.55:80
GHOSTEMPEROR,ipv4,27.102.115.51:443
GHOSTEMPEROR,ipv4,27.102.115.51:80
GHOSTEMPEROR,ipv4,27.102.129.120:443
GHOSTEMPEROR,ipv4,27.102.129.120:80
GLASSES,domain,ewplus.com
GLASSES,domain,tcw.homier.com
GOLDDRAGON,domain,0523qyfw.cn
GOLDDRAGON,domain,0523qyfw.com
GOLDDRAGON,domain,eodo1.000webhostapp.com
GOLDDRAGON,domain,followgho.byethost7.com
GOLDDRAGON,domain,ink.inkboom.co.kr
GOLDDRAGON,domain,nid-help-pchange.atwebpages.com
GOLDDRAGON,domain,nyazz.com
GOLDDRAGON,domain,one.0523qyfw.com
GOLDDRAGON,domain,redi.nyazz.com
GOLDDRAGON,domain,scrt1.nyazz.com
GOLDDRAGON,domain,ssh.0523qyfw.cn
GOLDDRAGON,domain,ssh.0523qyfw.com
GOLDDRAGON,domain,trydai.000webhostapp.com
GOLDDRAGON,ipv4,107.148.61.127:8084
GOLDDRAGON,ipv4,154.19.200.133:8087
GOLDENBIRD,file_path,/bbs/icon/ritian.php
GOLDENBIRD,file_path,/include/bin/visab.php
GOLDENJACKAL,file_path,abert-online.de/meeting/plugins.php
GOLDENJACKAL,file_path,acehigh.host/robotx.php
GOLDENJACKAL,file_path,ajapnyakmc.com/wp-content/cache/index.php
GOLDENJACKAL,file_path,assistance.uz/admin/plugins.php
GOLDENJACKAL,file_path,asusiran.com/wp-content/plugins/persian-woocommerce/include/class-cache.php
GOLDENJACKAL,file_path,asusiran.com/wp-content/themes/woodmart/inc/modules/cache.php
GOLDENJACKAL,file_path,cnom.sante.gov.ml/components/com_avreloaded/views/popup/tmpl/header.php
GOLDENJACKAL,file_path,croma.vn/wp-content/themes/croma/template-parts/footer.php
GOLDENJACKAL,file_path,den-photomaster.kz/wp-track.php
GOLDENJACKAL,file_path,djstuff.fr/wp-content/themes/twentyfourteen/inc/footer.php
GOLDENJACKAL,file_path,eyetelligence.ai/wp-content/themes/cms/inc/template-parts/footer.php
GOLDENJACKAL,file_path,finasteridehair.com/wp-includes/class-wp-network-statistics.php
GOLDENJACKAL,file_path,gradaran.be/wp-content/themes/tb-sound/inc/footer.php
GOLDENJACKAL,file_path,info.merysof.am/plugins/search/content/plugins.php
GOLDENJACKAL,file_path,invest.zyrardow.pl/admin/model/setting/plugins.php
GOLDENJACKAL,file_path,mehrganhospital.com/wp-includes/class-wp-tax-system.php
GOLDENJACKAL,file_path,meukowcognac.com/wp-content/themes/astra/page-flags.php
GOLDENJACKAL,file_path,nassiraq.iq/wp-includes/class-wp-header-styles.php
GOLDENJACKAL,file_path,new.jmcashback.com/wp-track.php
GOLDENJACKAL,file_path,news.lmond.com/wp-content/themes/newsbook/inc/footer.php
GOLDENJACKAL,file_path,pabalochistan.gov.pk/new/wp-content/cache/functions.php
GOLDENJACKAL,file_path,pabalochistan.gov.pk/new/wp-content/themes/dt-the7/inc/cache.php
GOLDENJACKAL,file_path,pabalochistan.gov.pk/new/wp-content/themes/twentyfifteen/content-manager.php
GOLDENJACKAL,file_path,pak-developers.net/internal_data/templates/bottom.jpg
GOLDENJACKAL,file_path,pak-developers.net/internal_data/templates/template.html
GOLDENJACKAL,file_path,perlesoie.com/wp-content/plugins/contact-form-7/includes/cache.php
GOLDENJACKAL,file_path,perlesoie.com/wp-content/themes/flatsome/inc/classes/class-flatsome-cache.php
GOLDENJACKAL,file_path,sbj-i.com/wp-content/plugins/wp-persian/includes/class-wp-cache.php
GOLDENJACKAL,file_path,sbj-i.com/wp-content/themes/hamyarwp-spacious/cache.php
GOLDENJACKAL,file_path,sokerpower.com/wp-includes/class-wp-header-styles.php
GOLDENJACKAL,file_path,tahaherbal.ir/wp-includes/class-wp-http-iwr-client.php
GOLDENJACKAL,file_path,technocometsolutions.com/wp-content/themes/seofy/templates-sample.php
GOLDENJACKAL,file_path,unitechlink.com/wp-content/cache/cache-functions.php
GOLDENJACKAL,file_path,weblines.gr/gallery/gallery_input.php
GOLDENJACKAL,file_path,wetter-bild.de/plugins.php
GOLDENJACKAL,file_path,winoptimum.com/wp-includes/customize/class-wp-customize-sidebar-refresh.php
GOLDENJACKAL,ipv4,83.24.9.124:443
GOLDENJACKAL,url,http://196.29.32.210
GOLDENJACKAL,url,http://83.24.9.124
GOLDENRAT,domain,bashalalassad1sea.noip.me
GOLDENRAT,domain,bbbb4.noip.me
GOLDENRAT,domain,chatsecurelite.uk.to
GOLDENRAT,domain,chatsecurelite.us.to
GOLDENRAT,domain,telegram.strangled.net
GOLDENRAT,domain,telgram.strangled.net
GOLDMELODY,ipv4,149.28.193.216:443
GOLDMELODY,ipv4,149.28.200.140:443
GOLDMELODY,ipv4,149.28.207.120:443
GOLDMELODY,ipv4,195.123.240.183:443
GOLDMELODY,ipv4,40.76.20.11:21
GOLDMELODY,ipv4,64.190.113.185:443
GOLDMELODY,ipv4,67.205.135.147:53
GOLDMELODY,url,http://149.28.193.216
GOLDMELODY,url,http://149.28.200.140
GOLDMELODY,url,http://149.28.207.120
GOLDMELODY,url,http://195.123.240.183
GOLDMELODY,url,http://64.190.113.185
GOLDMOUSE,ipv4,82.137.255.56:1740
GOLDMOUSE,ipv4,82.137.255.56:1921
GOLDMOUSE,ipv4,82.137.255.56:1940
GOLDMOUSE,ipv4,82.137.255.56:1994
GOLDMOUSE,ipv4,82.137.255.56:5602
GOPHERWHISPER,ipv4,43.231.113.50:22
GOPHERWHISPER,ipv4,43.231.113.50:443
GOPHERWHISPER,url,http://43.231.113.50
GORGON,domain,0-day.us
GORGON,domain,1688jtn.com
GORGON,domain,41230077.net
GORGON,domain,6474sss.com
GORGON,domain,acorn-paper.com
GORGON,domain,asaigoldenrice.com
GORGON,domain,asdiamecwecw8cew.blogspot.com
GORGON,domain,bjm9.blogspot.com
GORGON,domain,brevini-france.cf
GORGON,domain,buydildoonline.blogspot.com
GORGON,domain,bylgay.hopto.org
GORGON,domain,diamondfoxpanel.ml
GORGON,domain,dixis.bounceme.net
GORGON,domain,downloads.blogsyte.com
GORGON,domain,emawattttson.blogspot.com
GORGON,domain,fast-cargo.com
GORGON,domain,gritodopovo.com.br
GORGON,domain,grupomsi.com
GORGON,domain,guelphupholstery.com
GORGON,domain,hongmenwenhua.com
GORGON,domain,ichoubyou.net
GORGON,domain,klapki.online
GORGON,domain,microsoftoutlook.duckdns.org
GORGON,domain,miganshumarataa.blogspot.com
GORGON,domain,ocha-gidi.xyz
GORGON,domain,onedrivenet.xyz
GORGON,domain,panelonetwothree.ga
GORGON,domain,panelonetwothree.ml
GORGON,domain,qp0o1j3-dmv4kwncw8e.win
GORGON,domain,securebotnetpanel.tk
GORGON,domain,stemtopx.com
GORGON,domain,stevemike-fireforce.info
GORGON,domain,stevemikeforce.com
GORGON,domain,sukfat.com
GORGON,domain,sxasxasxssaxxsasxasx.blogspot.com
GORGON,domain,theaterloops.com
GORGON,domain,thedip.zone
GORGON,domain,tourismmanagement.mba
GORGON,domain,treffictesgn.blogspot.com
GORGON,domain,x-ghost91.ddns.net
GORGON,domain,xaasxasxasx.blogspot.com
GORGON,domain,xyz-storez.xyz
GORGON,domain,ycsfuoabdicating.review
GORGON,domain,zupaservices.info
GORGON,file_path,m9c.net/uploads/15882060891.jpg
GORGON,file_path,m9c.net/uploads/15882060892.jpg
GORGON,ipv4,196.185.215.228:81
GOTHICPANDA,domain,bedircati.com
GOTHICPANDA,domain,lamb-site.com
GOTHICPANDA,domain,link.angellroofing.com
GOTHICPANDA,domain,playboysplus.com
GOTHICPANDA,domain,psa.perrydale.com
GOTHICPANDA,domain,report.perrydale.com
GOTHICPANDA,domain,rpt.perrydale.com
GOTHICPANDA,domain,securitywap.com
GOTHICPANDA,domain,vic.perrydale.com
GOTHICPANDA,domain,walterclean.com
GRAYLING,ipv4,45.148.120.23:91
GREENSPOT,domain,126mailserver.serveftp.com
GREENSPOT,domain,143-244-183-240.cprapid.com
GREENSPOT,domain,360urlscan.com
GREENSPOT,domain,64-176-165-42.cprapid.com
GREENSPOT,domain,6c99b2c4cf5a.expolebanon.com
GREENSPOT,domain,access.webplurk.com
GREENSPOT,domain,accounts126.com
GREENSPOT,domain,afte856422126.com
GREENSPOT,domain,aliago.dyndns.dk
GREENSPOT,domain,annie165.zyns.com
GREENSPOT,domain,app.newfacebk.com
GREENSPOT,domain,as1688.webhop.org
GREENSPOT,domain,atrew56877.com
GREENSPOT,domain,avdsart.com
GREENSPOT,domain,babana.wikaba.com
GREENSPOT,domain,backaaa.beijingdasihei.com
GREENSPOT,domain,bearingonly.rebatesrule.net
GREENSPOT,domain,bribieislandhistory.com
GREENSPOT,domain,bt0116.servebbs.net
GREENSPOT,domain,buendnis-fuer-kinder.com
GREENSPOT,domain,caac-cn.com
GREENSPOT,domain,caac-cn.org
GREENSPOT,domain,canberk.gecekodu.com
GREENSPOT,domain,ceepitbj.servepics.com
GREENSPOT,domain,censor.site
GREENSPOT,domain,center-gai.com
GREENSPOT,domain,certifications.services
GREENSPOT,domain,chamber.icu
GREENSPOT,domain,check.blogdns.com
GREENSPOT,domain,china.serveblog.net
GREENSPOT,domain,chinamil.lflink.com
GREENSPOT,domain,chinmori.com
GREENSPOT,domain,cloudattaches-126.com
GREENSPOT,domain,clouddevice.site
GREENSPOT,domain,clouddrive.space
GREENSPOT,domain,cluster.safe360.dns05.com
GREENSPOT,domain,cnsa163.com
GREENSPOT,domain,cnwww.m-music.net
GREENSPOT,domain,co-journal163.com
GREENSPOT,domain,co-journalyeah.net
GREENSPOT,domain,comehigh.mefound.com
GREENSPOT,domain,contracter.org
GREENSPOT,domain,daotongintelligence163.com
GREENSPOT,domain,datamasterw.com
GREENSPOT,domain,difusora890.com
GREENSPOT,domain,dockerswarm2.cic-webpro.com
GREENSPOT,domain,download163ease.com
GREENSPOT,domain,eadfg56877.com
GREENSPOT,domain,eco163.com
GREENSPOT,domain,eleusina.com
GREENSPOT,domain,emailser163.serveusers.com
GREENSPOT,domain,esrebrenica.com
GREENSPOT,domain,fevupdate.ocry.com
GREENSPOT,domain,fff.dynamic-dns.net
GREENSPOT,domain,fored126.com
GREENSPOT,domain,gaewaa.upgrinfo.com
GREENSPOT,domain,geiwoaaa.qpoe.com
GREENSPOT,domain,givemea.ygto.com
GREENSPOT,domain,givemeaaa.upgrinfo.com
GREENSPOT,domain,gjfgw163.com
GREENSPOT,domain,goldlion.mefound.com
GREENSPOT,domain,gottardo-fs.com
GREENSPOT,domain,gscmovies.com
GREENSPOT,domain,gugupd.008.net
GREENSPOT,domain,guliu2008.9966.org
GREENSPOT,domain,gxbxzszl163.com
GREENSPOT,domain,gzkfj20240923.com
GREENSPOT,domain,h2024163.com
GREENSPOT,domain,hcqtji.com
GREENSPOT,domain,hopemilltheatre.com
GREENSPOT,domain,hostmaster.thicongcayxanh.com.vn
GREENSPOT,domain,howtochoosealawschool.com
GREENSPOT,domain,hunter.luminousstore.cloud
GREENSPOT,domain,huntercomunity.pterodactyl.web.id
GREENSPOT,domain,hy-zhqopin.mynumber.org
GREENSPOT,domain,hyssjc.securitytactics.com
GREENSPOT,domain,im1.dewabiz.com
GREENSPOT,domain,influxdb.kanoak.com
GREENSPOT,domain,intent.cyou
GREENSPOT,domain,janheweliusz.com
GREENSPOT,domain,jason.zyns.com
GREENSPOT,domain,javainfo.upgrinfo.com
GREENSPOT,domain,jerry.jkub.com
GREENSPOT,domain,k2024163.com
GREENSPOT,domain,kav2011.mooo.com
GREENSPOT,domain,kouwel.zapto.org
GREENSPOT,domain,krogoo.net
GREENSPOT,domain,l12254686126.com
GREENSPOT,domain,l12457784126.com
GREENSPOT,domain,l2024163.com
GREENSPOT,domain,l58785163.com
GREENSPOT,domain,l588188126.com
GREENSPOT,domain,l5886797126.com
GREENSPOT,domain,l63service.serveuser.com
GREENSPOT,domain,l8630639126.com
GREENSPOT,domain,laizaow.mefound.com
GREENSPOT,domain,ll63.net
GREENSPOT,domain,localhosts.ddns.us
GREENSPOT,domain,locarmi.com
GREENSPOT,domain,lorenlegarda.com
GREENSPOT,domain,m2024163.com
GREENSPOT,domain,mail.eco163.com
GREENSPOT,domain,mail.ll63.net
GREENSPOT,domain,mail.sends.sendsmtp.com
GREENSPOT,domain,mail163.mypop3.net
GREENSPOT,domain,mailsends.sendsmtp.com
GREENSPOT,domain,mediatvset.no-ip.org
GREENSPOT,domain,mg333.co
GREENSPOT,domain,microsoftword.serveuser.com
GREENSPOT,domain,moneyaaa.beijingdasihei.com
GREENSPOT,domain,monitoring.kanoak.com
GREENSPOT,domain,motices.ourhobby.com
GREENSPOT,domain,mp3.dnset.com
GREENSPOT,domain,museeairespace.com
GREENSPOT,domain,myaccount.emailsevr.net
GREENSPOT,domain,nefeliishot.com
GREENSPOT,domain,netlink.vizvaz.com
GREENSPOT,domain,newonelier.com
GREENSPOT,domain,nissantuners.com
GREENSPOT,domain,node.huntercomunity.pterodactyl.web.id
GREENSPOT,domain,nottinghamplayhouse.com
GREENSPOT,domain,o88252526126.com
GREENSPOT,domain,office.go.dyndns.org
GREENSPOT,domain,officepatch.dnset.com
GREENSPOT,domain,officeupdate.mynetav.com
GREENSPOT,domain,oneliotimes.com
GREENSPOT,domain,operater.solaris.nu
GREENSPOT,domain,pouhui.diskstation.org
GREENSPOT,domain,pps.longmusic.com
GREENSPOT,domain,private-site163.com
GREENSPOT,domain,ps1688.webhop.org
GREENSPOT,domain,psagwadar.com
GREENSPOT,domain,redebrasilatual.com
GREENSPOT,domain,regomiba.com
GREENSPOT,domain,rising.linkpc.net
GREENSPOT,domain,safe360.dns05.com
GREENSPOT,domain,sandy.ourhobby.com
GREENSPOT,domain,sater512368.com
GREENSPOT,domain,saymoil.com
GREENSPOT,domain,service.justdied.com
GREENSPOT,domain,shandong163.com
GREENSPOT,domain,shannon-fishery-board.com
GREENSPOT,domain,ship5688789.com
GREENSPOT,domain,shiper5688163.com
GREENSPOT,domain,shop-dustongel.com
GREENSPOT,domain,soagov.sytes.net
GREENSPOT,domain,soagov.zapto.org
GREENSPOT,domain,soasoa.sytes.net
GREENSPOT,domain,solovlxx.com
GREENSPOT,domain,ssy.ikwb.com
GREENSPOT,domain,ssy.mynumber.org
GREENSPOT,domain,stamfordshakespeare.com
GREENSPOT,domain,superset.greeninvietnam.org.vn
GREENSPOT,domain,svcsrset.ezua.com
GREENSPOT,domain,tanygraig.com
GREENSPOT,domain,teacat.https443.org
GREENSPOT,domain,technicel.vip
GREENSPOT,domain,technology.cyou
GREENSPOT,domain,telegrafonline.com
GREENSPOT,domain,the-real-mscleo.com
GREENSPOT,domain,thecatlab.space
GREENSPOT,domain,thisisstfc.com
GREENSPOT,domain,tong.wikaba.com
GREENSPOT,domain,tsumada.com
GREENSPOT,domain,tyeeconsulting.com
GREENSPOT,domain,update.newfacebk.com
GREENSPOT,domain,updateinfo.servegame.org
GREENSPOT,domain,updates.lflink.com
GREENSPOT,domain,usa08.serveftp.net
GREENSPOT,domain,uswebmail163.sendsmtp.com
GREENSPOT,domain,vernonmuseum.com
GREENSPOT,domain,waterfall.mynumber.org
GREENSPOT,domain,webplurk.com
GREENSPOT,domain,webupdate.dnsrd.com
GREENSPOT,domain,winsoftware.onedumb.com
GREENSPOT,domain,winsysupdate.dynamic-dns.net
GREENSPOT,domain,wmiaprp.ezua.com
GREENSPOT,domain,worldradihistory.com
GREENSPOT,domain,ww2gravestoneer.com
GREENSPOT,domain,wwwdo.tyur.acmetoy.com
GREENSPOT,domain,xinhua.redirectme.net
GREENSPOT,domain,zilarmala.com
GREENSPOT,domain,zxcv201789.dynssl.com
GREENSPOT,ipv4,128.199.134.3:443
GREENSPOT,ipv4,158.247.208.174:443
GREENSPOT,ipv4,202.182.108.174:80
GREENSPOT,ipv4,207.148.126.90:80
GREENSPOT,url,http://128.199.134.3
GREENSPOT,url,http://158.247.208.174
GREF,domain,6006.secpert.com
GREF,domain,6006.upupdate.cn
GREF,domain,789aa654.top
GREF,domain,adoptewer.com
GREF,domain,allshell.net
GREF,domain,allwhatsapp.net
GREF,domain,amote-366.vicp.cc
GREF,domain,anar.gleeze.com
GREF,domain,android.apps.us.to
GREF,domain,androidapps.duia.in
GREF,domain,androidapps.fvk.cc
GREF,domain,androidapps.home.hn.org
GREF,domain,androidapps.jetos.com
GREF,domain,androidapps.linkpc.net
GREF,domain,androidapps.myfirewall.org
GREF,domain,androidapps.nerdpol.ovh
GREF,domain,androidapps.npff.co
GREF,domain,androidapps.nsupdate.info
GREF,domain,androidapps.spdns.eu
GREF,domain,androidapps.spdns.org
GREF,domain,androidapps.tempors.com
GREF,domain,androidsapps.ml
GREF,domain,api--telegram.ru
GREF,domain,api.telegram5.org
GREF,domain,api.telegramrc.com
GREF,domain,app.telegramrc.com
GREF,domain,attoo1s.com
GREF,domain,babyedu-online.com
GREF,domain,battle.com.tw
GREF,domain,bhvghg.com
GREF,domain,cdngoogle.com
GREF,domain,cisco-inc.net
GREF,domain,coco.wikaba.com
GREF,domain,comeflxyr.com
GREF,domain,cookedu-online.com
GREF,domain,diablo-iii.mobi
GREF,domain,down.telegramxo.com
GREF,domain,englishedu-online.com
GREF,domain,everydayinfo.top
GREF,domain,fgttgvh.com
GREF,domain,flygram.org
GREF,domain,flygram.orgproxy1.signalplus.org
GREF,domain,fufijxgkg.com
GREF,domain,gefacebook.com
GREF,domain,ggl.whoscaller.net
GREF,domain,gheyret.com
GREF,domain,gheyret.net
GREF,domain,goldplusapp.net
GREF,domain,googleanalyseservice.net
GREF,domain,googlemapsoftware.com
GREF,domain,googlleservice.com
GREF,domain,graphicdata.net
GREF,domain,heartsys.dnsapi.info
GREF,domain,ignitetibet.net
GREF,domain,in7n.com
GREF,domain,jindjjdtc.com
GREF,domain,jkapp88.top
GREF,domain,joke.upupdate.cn
GREF,domain,k1-ai-jk.789aa654.top
GREF,domain,k3-ai-jk.jkapp88.top
GREF,domain,kasparsky.net
GREF,domain,kmcuft.com
GREF,domain,kocrmicrosoft.com
GREF,domain,microsoft.org.tw
GREF,domain,microsoftdomainadmin.com
GREF,domain,microsoftsp3.com
GREF,domain,microsoftupdate.ws
GREF,domain,mremote.biz
GREF,domain,msftncsl.com
GREF,domain,msnupdate.bz
GREF,domain,nortonservice.net
GREF,domain,o21q.com
GREF,domain,officescan.biz
GREF,domain,omarwhatsapp.org
GREF,domain,oprea.biz
GREF,domain,orgproxy1.signalplus.org
GREF,domain,phpyahoo.mrbasic.com
GREF,domain,powershell.com.tw
GREF,domain,s101.secpert.com
GREF,domain,s2.upupdate.cn
GREF,domain,signalplus.org
GREF,domain,softwareupdatevmware.com
GREF,domain,square-enix.us
GREF,domain,ss903.w3.ezua.com
GREF,domain,ss904.w3.ezua.com
GREF,domain,symantecupdate.net
GREF,domain,sz.secpert.com
GREF,domain,telegram5.org
GREF,domain,telegramrc.com
GREF,domain,telegramxo.com
GREF,domain,tengri.ooguy.com
GREF,domain,tgpc.telegramrc.com
GREF,domain,thetubeplus.com
GREF,domain,tibetone.org
GREF,domain,tinmf.org
GREF,domain,tree.ddns.us
GREF,domain,tryhrwserf.com
GREF,domain,tubevideoplus.org
GREF,domain,turknews-online.com
GREF,domain,turkyedu-online.com
GREF,domain,uheyret.com
GREF,domain,umare.zyns.com
GREF,domain,upd.whoscaller.net
GREF,domain,updatamicrosoft.com
GREF,domain,uyghurdict.com
GREF,domain,uyghurinfo.net
GREF,domain,vipapkdownload.com
GREF,domain,vipappdownload.com
GREF,domain,wanar.gleeze.com
GREF,domain,wephone.top
GREF,domain,whoscaller.net
GREF,domain,windowsnine.net
GREF,domain,youtube.dynamicdns.org.uk
GREF,ipv4,103.27.186.156:443
GREF,ipv4,103.27.186.195:443
GREF,ipv4,142.132.131.28:10433
GREF,ipv4,142.132.131.28:10434
GREF,ipv4,142.132.131.28:10435
GREF,ipv4,142.132.131.28:3251
GREF,ipv4,148.251.87.245:4432
GREF,ipv4,148.251.87.247:10433
GREF,ipv4,148.251.87.247:10434
GREF,ipv4,148.251.87.247:10435
GREF,ipv4,148.251.87.247:3251
GREF,ipv4,154.202.59.169:443
GREF,ipv4,154.212.147.129:443
GREF,ipv4,185.239.227.14:3023
GREF,ipv4,195.154.60.3:10433
GREF,ipv4,195.154.60.3:10434
GREF,ipv4,195.154.60.3:10435
GREF,ipv4,195.154.60.3:3251
GREF,ipv4,217.163.29.84:7011
GREF,ipv4,23.88.28.222:4432
GREF,ipv4,45.133.238.92:6023
GREF,ipv4,45.154.12.132:4332
GREF,ipv4,45.154.12.151:443
GREF,ipv4,45.154.12.202:443
GREF,ipv4,45.63.89.238:1011
GREF,ipv4,62.210.28.116:2011
GREF,ipv4,62.210.30.158:10433
GREF,ipv4,62.210.30.158:10434
GREF,ipv4,62.210.30.158:10435
GREF,ipv4,62.210.30.158:3251
GREF,ipv4,92.118.189.164:443
GREF,ipv4,95.216.187.21:6656
GREYENERGY,file_path,pbank.co.ua/favicon.ico
GREYENERGY,ipv4,82.118.236.23:8080
GREYENERGY,ipv4,82.118.236.23:8443
GREYENERGY,ipv4,88.198.13.116:8080
GREYENERGY,ipv4,88.198.13.116:8443
GROUNDBAIT,domain,bolepaund.com
GROUNDBAIT,domain,disk-fulldatabase.rhcloud.com
GROUNDBAIT,domain,gils.ho.ua
GROUNDBAIT,domain,lefting.org
GROUNDBAIT,domain,literat.ho.ua
GROUNDBAIT,domain,wallejob.in.ua
GROUNDBAIT,domain,wallex.ho.ua
GROUNDBAIT,file_path,celebrat.net/wd.php
GROUP5,domain,assadcrimes.info
GROUP5,domain,crypter.ir
GROUP5,domain,crypting.org
GROUP5,domain,server22.rayanegarco.com
HACKINGTEAM,domain,androidgplay.us.to
HACKINGTEAM,domain,ar-24.com
HACKINGTEAM,domain,bijiaexhibition.com
HACKINGTEAM,domain,boardingpasstohome.com
HACKINGTEAM,domain,cdc-asia.org
HACKINGTEAM,domain,droidlatestnews.com
HACKINGTEAM,domain,enjoyyourandroid.com
HACKINGTEAM,domain,facebook-update.info
HACKINGTEAM,domain,free.dramakorea.asia
HACKINGTEAM,domain,getnewandroid.com
HACKINGTEAM,domain,hulahope.mooo.com
HACKINGTEAM,domain,link.sexyhub.co
HACKINGTEAM,domain,mytelkomsel.co
HACKINGTEAM,domain,mywealthpop.com
HACKINGTEAM,domain,nkpro.lalanews.net
HACKINGTEAM,domain,pantheon.tobban.com
HACKINGTEAM,domain,people.dohabayt.com
